category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
"SSVEP, P300, and ERP Spellers",70,2023,Eliminating or Shortening the Calibration for a P300 Brain–Computer Interface Based on a Convolutional Neural Network and Big Electroencephalography Data: An Online Study,"Wei Gao, Weichen Huang, Man Li, Z. Gu, Jiahui Pan, Tianyou Yu, et al.",IEEE transactions on neural systems and rehabilitation engineering,,22,2,106.256,deep learning,A brain-computer interface (BCI) measures and analyzes brain activity and converts it into computer commands to control external devices.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1109/TNSRE.2023.3259991,https://www.semanticscholar.org/paper/dac040b8d428f2f2ea80e270162eea844de2c805,https://ieeexplore.ieee.org/ielx7/7333/4359219/10077523.pdf,10.1109/TNSRE.2023.3259991,,37030734,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",71,2023,A Wearable Asynchronous Brain-Computer Interface Based on EEG-EOG Signals With Fewer Channels,"Li Hu, Junbiao Zhu, Sicong Chen, Yajun Zhou, Zhiqing Song, Yuanqing Li",IEEE Transactions on Biomedical Engineering,2023-08-24,24,1,105.792,clinical/rehab; communication,"Objective: Brain-computer interfaces (BCIs) have tremendous application potential in communication, mechatronic control and rehabilitation.",recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TBME.2023.3308371,https://www.semanticscholar.org/paper/42e29d5d5bfd2321be5b01220de4917ac6213c42,,10.1109/TBME.2023.3308371,,37616137,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",72,2023,Amplitude- and frequency-dependent activation of layer II/III neurons by intracortical microstimulation,"Guangying K. Wu, Y. Ardeshirpour, Christina Mastracchio, J. Kent, Michael Caiola, Meijun Ye",iScience,2023-10-01,18,2,105.553,invasive,Summary Intracortical microstimulation (ICMS) has been used for the development of brain machine interfaces.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1016/j.isci.2023.108140,https://www.semanticscholar.org/paper/dcc55488833da4324ac922006099f13761b39c7e,https://www.cell.com/article/S2589004223022174/pdf,10.1016/j.isci.2023.108140,,37915592,Engineering; Medicine
"SSVEP, P300, and ERP Spellers",73,2024,Subject-Independent Wearable P300 Brain–Computer Interface Based on Convolutional Neural Network and Metric Learning,"Li Hu, Wei Gao, Zilin Lu, Chun Shan, Haiwei Ma, Wenyu Zhang, et al.",IEEE transactions on neural systems and rehabilitation engineering,2024-09-10,15,2,103.272,dataset/benchmark; deep learning; communication,The calibration procedure for a wearable P300 brain-computer interface (BCI) greatly impact the user experience of the system.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1109/TNSRE.2024.3457502,https://www.semanticscholar.org/paper/0aef04e3a1bb3655dafcd809933028c16a60cfcb,https://doi.org/10.1109/tnsre.2024.3457502,10.1109/TNSRE.2024.3457502,,39255188,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",74,2024,Optimal Stimulus Properties for Steady-State Visually Evoked Potential Brain-Computer Interfaces: A Scoping Review,"Clemens Reitelbach, Kiemute Oyibo",Multimodal Technologies and Interaction,2024-01-24,21,2,102.278,review,"Brain–computer interfaces (BCIs) based on steady-state visually evoked potentials (SSVEPs) have been well researched due to their easy system configuration, little or no user training and high information transfer rates.",open-access PDF metadata,limited citation history,https://doi.org/10.3390/mti8020006,https://www.semanticscholar.org/paper/d06698be0811188bf99aaeea9bd26a67b7a305d5,https://www.mdpi.com/2414-4088/8/2/6/pdf?version=1706089824,10.3390/mti8020006,,,Computer Science
"SSVEP, P300, and ERP Spellers",75,2024,Transcranial focused ultrasound to V5 enhances human visual motion brain-computer interface by modulating feature-based attention,"Joshua Kosnoff, Kai Yu, Chang Liu, Bin He",Nature Communications,2024-06-11,36,0,100.44,invasive; communication,A brain-computer interface (BCI) enables users to control devices with their minds.,recognized venue; open-access PDF metadata,metadata-level appraisal; full PDF review still needed,https://doi.org/10.1038/s41467-024-48576-8,https://www.semanticscholar.org/paper/c8189e161f5f466e7b1fe9ccf873cb7b798fadf2,https://www.nature.com/articles/s41467-024-48576-8.pdf,10.1038/s41467-024-48576-8,,38862476,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",76,2024,Cross-Stimulus Transfer Method Using Common Impulse Response for Fast Calibration of SSVEP-Based BCIs,"Bang Xiong, Bo Wan, Jiayang Huang, Fengqi Li, Xintai Li, Pengfei Yang",IEEE Transactions on Instrumentation and Measurement,,14,2,100.352,dataset/benchmark,"To achieve a high information transfer rate (ITR) in steady-state visual evoked potential (SSVEP)-based brain-computer interfaces (BCIs), current decoding methods require extensive calibration efforts to train the model parameters for each stimulus.",recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TIM.2024.3374314,https://www.semanticscholar.org/paper/8d9edb9c9f4e5df2e1df1377ac753460a9b45b34,,10.1109/TIM.2024.3374314,,,Computer Science
"SSVEP, P300, and ERP Spellers",77,2024,A hybrid BCI combining SSVEP and EOG and its application for continuous wheelchair control,"Ximing Mai, Jikun Ai, Minghao Ji, Xiangyang Zhu, Jianjun Meng",Biomedical Signal Processing and Control,2024-02-01,34,1,98.694,BCI method,"Positions A hybrid BCI combining SSVEP and EOG and its application for continuous wheelchair control within SSVEP, P300, and ERP Spellers.",selected from the top-scored BCI candidate pool,abstract unavailable in metadata; PDF link not available from metadata,https://doi.org/10.1016/j.bspc.2023.105530,https://www.semanticscholar.org/paper/6a8773e9d05d5facb5dc6efab3fb93c8eae8c73a,,10.1016/j.bspc.2023.105530,,,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",78,2024,A Novel Approach of Brain-Computer Interfacing (BCI) and Grad-CAM Based Explainable Artificial Intelligence: Use Case Scenario for Smart Healthcare.,"Kamini Lamba, S. Rani",Journal of Neuroscience Methods,2024-05-01,18,1,98.254,dataset/benchmark,"BACKGROUND In order to push the frontiers of brain-computer interface (BCI) and neuron-electronics, this research presents a novel framework that combines cutting-edge technologies for improved brain-related diagnostics in smart healthcare.",recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1016/j.jneumeth.2024.110159,https://www.semanticscholar.org/paper/946485ed9eba9af9528ef9bbc5ccac97346f12f0,,10.1016/j.jneumeth.2024.110159,,38723868,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",79,2024,Convolutional Transformer-Based Cross Subject Model for SSVEP-Based BCI Classification,"Jiawei Liu, Ruimin Wang, Yuankui Yang, Yuan Zong, Y. Leng, Wenming Zheng, et al.",IEEE journal of biomedical and health informatics,2024-09-03,20,1,97.956,dataset/benchmark; deep learning,Steady-state visual evoked potential (SSVEP) is a commonly used brain-computer interface (BCI) paradigm.,selected from the top-scored BCI candidate pool,limited citation history; PDF link not available from metadata,https://doi.org/10.1109/JBHI.2024.3454158,https://www.semanticscholar.org/paper/ae92515d4bde859c48b6bdd3f5ee5bb0b54d7057,,10.1109/JBHI.2024.3454158,,39226201,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",80,2024,A Hybrid BCI Integrating EEG and Eye-Tracking for Assisting Clinical Communication in Patients With Disorders of Consciousness,"Ziyi Yi, Jiahui Pan, Zerong Chen, Dehua Lu, Honghua Cai, Jianfeng Li, et al.",IEEE transactions on neural systems and rehabilitation engineering,2024-07-29,15,1,95.974,clinical/rehab; communication,Assessing communication abilities in patients with disorders of consciousness (DOCs) is challenging due to limitations in the behavioral scale.,recognized venue; open-access PDF metadata,limited citation history,https://doi.org/10.1109/TNSRE.2024.3435016,https://www.semanticscholar.org/paper/44f4af3fc25b2c2395f86be05beaa8338ba015a8,https://doi.org/10.1109/tnsre.2024.3435016,10.1109/TNSRE.2024.3435016,,39074021,Medicine
"SSVEP, P300, and ERP Spellers",81,2024,OS-SSVEP: One-shot SSVEP classification,"Yang Deng, Zhiwei Ji, Yijun Wang, S. K. Zhou",Neural Networks,2024-09-25,17,1,93.565,BCI method,It is extremely challenging to classify steady-state visual evoked potentials (SSVEPs) in scenarios characterized by a huge scarcity of calibration data where only one calibration trial is available for each stimulus target.,recognized venue,limited citation history; PDF link not available from metadata,https://doi.org/10.1016/j.neunet.2024.106734,https://www.semanticscholar.org/paper/3bfe3aac02c2ac60505374474ed01a0b8277d060,,10.1016/j.neunet.2024.106734,,39332212,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",82,2025,A deep learning model combining convolutional neural networks and a selective kernel mechanism for SSVEP-Based BCIs,"Shengwei Huang, Qingguo Wei",Comput. Biol. Medicine,2025-07-01,7,2,82.023,dataset/benchmark; deep learning,"Existing deep learning methods for brain-computer interfaces (BCIs) based on steady-state visually evoked potential (SSVEP) face several challenges, such as overfitting when training data are insufficient, and the difficulty of effectively capturing global temporal features due to limited receptive fields.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1016/j.compbiomed.2025.110691,https://www.semanticscholar.org/paper/5220b58ac9222255f402204f63edeb736738fd78,,10.1016/j.compbiomed.2025.110691,,40602314,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",83,2025,SSVEP-based BCI using ultra-low-frequency and high-frequency peripheral flickers,"Zexin Pang, Ruoqing Zhang, Meng Li, Zhaohui Li, Hongyan Cui, Xiaogang Chen",Journal of Neural Engineering,2025-06-02,6,2,80.585,BCI method,Objective.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1088/1741-2552/addf82,https://www.semanticscholar.org/paper/571bb20d4e2d95c445a56c79ea2e50451585430e,,10.1088/1741-2552/addf82,,40456241,Computer Science; Engineering; Medicine; Physics
"SSVEP, P300, and ERP Spellers",84,2025,A mental state aware brain computer interface for adaptive control of electric powered wheelchair,"Syed Abu Huraira Hussain, Imran Raza, S. A. Hussain, M. H. Jamal, T. Gulrez, Ali Zia",Scientific Reports,2025-03-22,12,1,79.906,clinical/rehab; closed-loop,Brain-computer interfaces (BCI) provide a mobility solution for patients with various disabilities.,open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.1038/s41598-024-82252-7,https://www.semanticscholar.org/paper/3732d5b1c87ce2936b2f1b7e4555f7efb97ef0ea,https://doi.org/10.1038/s41598-024-82252-7,10.1038/s41598-024-82252-7,,40118966,Engineering; Medicine
"SSVEP, P300, and ERP Spellers",85,2025,Advancing Brain-Computer Interface Closed-Loop Systems for Neurorehabilitation: Systematic Review of AI and Machine Learning Innovations in Biomedical Engineering,"Christopher Williams, Fahim Islam Anik, Mehedi Hasan, Juan Rodriguez-Cardenas, A. Chowdhury, Shirley Tian, et al.",JMIR Biomedical Engineering,2025-02-05,7,1,76.224,review; clinical/rehab; communication; closed-loop,"Abstract Background Brain-computer interface (BCI) closed-loop systems have emerged as a promising tool in health care and wellness monitoring, particularly in neurorehabilitation and cognitive assessment.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.2196/72218,https://www.semanticscholar.org/paper/6a516a4582d08b6472c158ebbdaddaeec89f11e3,,10.2196/72218,,41191851,Computer Science; Engineering; Medicine
"SSVEP, P300, and ERP Spellers",86,2025,The fNIRS-Based Emotion Recognition by Spatial Transformer and WGAN Data Augmentation Toward Developing a Novel Affective BCI,"Xiaopeng Si, He Huang, Jiayue Yu, Dong Ming",IEEE Transactions on Affective Computing,2025-04-01,6,1,75.287,deep learning; communication,The affective brain-computer interface (aBCI) facilitates the objective identification or regulation of human emotions.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TAFFC.2024.3477302,https://www.semanticscholar.org/paper/c7505c65558ce496e8904bc09dafaa019f564b5e,,10.1109/TAFFC.2024.3477302,,,Computer Science; Engineering
"SSVEP, P300, and ERP Spellers",87,2025,Integrating Biological and Machine Intelligence: Attention Mechanisms in Brain-Computer Interfaces,"Jiyuan Wang, Weishan Ye, Jialing He, Li Zhang, Gan Huang, Zhuliang Yu, et al.",Information Fusion,2025-02-26,13,0,75.059,review; deep learning,"With the rapid advancement of deep learning, attention mechanisms have become indispensable in electroencephalography (EEG) signal analysis, significantly enhancing Brain-Computer Interface (BCI) applications.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.48550/arXiv.2502.19281,https://www.semanticscholar.org/paper/df7902b064de08e31dd1244add2242145acebbe8,,10.48550/arXiv.2502.19281,2502.19281,,Biology; Computer Science; Engineering
"SSVEP, P300, and ERP Spellers",88,2025,Enhancing the performance of SSVEP-based BCIs by combining task-related component analysis and deep neural network,"Qingguo Wei, Chang Li, Yijun Wang, Xiaorong Gao",Scientific Reports,2025-01-02,9,1,74.634,deep learning,Steady-State Visually Evoked Potential (SSVEP) signals can be decoded by either a traditional machine learning algorithm or a deep learning network.,open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.1038/s41598-024-84534-6,https://www.semanticscholar.org/paper/e100893ae326396b48e45135dcb2ae0a61e22d94,https://doi.org/10.1038/s41598-024-84534-6,10.1038/s41598-024-84534-6,,39748063,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",89,2025,A Transfer Learning SSVEP Decoding Algorithm Calibrated With Single-Trial Data,"Jing Jin, Ke Qin, Brendan Z. Allison, Shurui Li, Yutao Zhang, Xingyu Wang, et al.",IEEE Transactions on Neural Networks and Learning Systems,2025-10-24,4,1,68.884,dataset/benchmark,Training-based algorithms significantly outperform training-free methods in terms of recognition performance for steady-state visual-evoked potential (SSVEP)-based brain–computer Interfaces (BCIs).,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TNNLS.2025.3617508,https://www.semanticscholar.org/paper/a278fade9d54390c366d3f683dc4e8ad6b640e02,,10.1109/TNNLS.2025.3617508,,41134961,Computer Science; Medicine
"SSVEP, P300, and ERP Spellers",90,2026,Individualized electrode subset improves the calibration accuracy of an EEG P300-design brain-computer interface for people with severe cerebral palsy,"S. L. Tou, S. Warschausky, P. Karlsson, J. Huggins",Frontiers in Human Neuroscience,2026-03-26,6,0,67.31,invasive,Introduction This study examined the effect of individualized electroencephalogram (EEG) electrode location selection for non-invasive P300-design brain-computer interfaces (BCIs) in people with varying severity of cerebral palsy (CP) in a post-hoc offline analysis.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.3389/fnhum.2026.1720969,https://www.semanticscholar.org/paper/4f07a506d53815958c262a6e38889c383203095e,,10.3389/fnhum.2026.1720969,,41971353,Engineering; Medicine
